time,ke_total,ke_fluid,ke_solid,ke_lin_solid,ke_rot_solid,px_1,py_1,pz_1,vx_1,vy_1,vz_1,q1_1,q2_1,q3_1,q0_1,w1_1,w2_1,w3_1,w0_1,ofix1_1,ofix2_1,ofix3_1,ke_lin_1,ke_rot_1,ke_1,lfluid_x_1,lfluid_y_1,lfluid_z_1,lambdafluid_x_1,lambdafluid_y_1,lambdafluid_z_1,pcon_x_1,pcon_y_1,pcon_z_1,hcon_x_1,hcon_y_1,hcon_z_1,px_2,py_2,pz_2,vx_2,vy_2,vz_2,q1_2,q2_2,q3_2,q0_2,w1_2,w2_2,w3_2,w0_2,ofix1_2,ofix2_2,ofix3_2,ke_lin_2,ke_rot_2,ke_2,lfluid_x_2,lfluid_y_2,lfluid_z_2,lambdafluid_x_2,lambdafluid_y_2,lambdafluid_z_2,pcon_x_2,pcon_y_2,pcon_z_2,hcon_x_2,hcon_y_2,hcon_z_2,impulse_global_p_drift,impulse_global_h_drift,impulse_body_p_drift_max,impulse_body_h_drift_max,impulse_pair_metric_pairs,impulse_pair_metric_load_norm,jdisc_px,jdisc_py,jdisc_pz,jdisc_hx,jdisc_hy,jdisc_hz,jdisc_drift,impulse_var_defect_norm,impulse_var_metric_cos,impulse_var_metric_scale,impulse_var_pressure_cos,impulse_var_pressure_scale,impulse_var_pair_cos,impulse_var_pair_scale
0, 1906.2016956742877, 71.76481956818336, 1834.4368761061044, 1157.1063975875936, 677.3304785185107, -4, 0, 0, 3.3320900118235026, 0.24010191946478307, -3.6291113993149566, -0.375285709212565, -0.03760844288526905, 0.43460054054281727, -0.817843879749955, 6.074118453933058, -0.6347824822285267, -1.476669838590574, 0, 0.619415950367273, -0.6826429621167736, -0.3877144138448365, 509.5856455892757, 320.6460046075081, 830.2316501967838, -7.105331997650298, -5.584416427885812, 10.798920338448507, -1.170800156859637, -0.18641644498055837, -0.394346818990045, 146.67959202757882, 15.641782111930752, -162.81478315373968, 101.8109900809949, -641.281134556931, -86.69220900820052, 4, 0, 0, 3.7560812441090285, 0.270653647763468, -4.090897068020506, 0.5347517395642378, 0.7024146120477773, -0.46923991997538883, 0.02163763656878815, -3.0275971358673672, 4.912099302296322, 2.4866350016890575, 0, -0.4271447794334774, 0.7309283856717869, -0.532250911151838, 647.5207519983178, 356.6844739110027, 1004.2052259093205, -7.964258312714865, 0.1475211488098789, 8.758077133870943, 1.0815905059474367, -0.4066618343566702, -0.8042125424071658, 165.2986215497726, 11.189592337603326, -180.1171728070075, -43.89090343371669, 808.0167246975683, 108.1823566878158, 0, 0, 0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.05, 1906.1232291213278, 68.58938376520882, 1837.533845356119, 1163.8436247007126, 673.6902206554064, -3.833417784549901, 0.011861215676421668, -0.18272102021807057, 3.331198606180456, 0.23434670759208362, -3.679729409407866, -0.5018062884870044, -0.07308178880221677, 0.451148261619118, -0.7343805192258396, 5.948168558757399, -0.6404030107940901, -1.8400287172179117, 0.00000000000000027755575615628914, 0.619415950367273, -0.6826429621167736, -0.3877144138448365, 517.1524591056706, 317.0145138599719, 834.1669729656425, -7.1426711095979325, -5.8254901793404175, 8.678638089742378, -1.0899487488080157, 0.04651464846705081, -0.36937185107104153, 146.6795920272656, 15.641782112197017, -162.81478315366311, 101.82771599673079, -641.2859500994127, -86.62961592201988, 4.187570893385453, 0.012622814782678996, -0.20469368373096955, 3.7467544913090642, 0.23425894354369178, -4.096850281218276, 0.425541665247185, 0.6939921006156239, -0.580693812174296, 0.00916252826736888, -3.1936347091975064, 4.6864426117544795, 2.6876112114154487, 0, -0.4271447794334774, 0.7309283856717869, -0.532250911151838, 646.691165595042, 356.67570679543456, 1003.3668723904766, -8.354936420003648, -1.3769766562321604, 8.508709522835902, 0.9676916539885541, -0.40355552293958313, -1.0554442507447999, 165.29862154935185, 11.1895923372264, -180.11717280727072, -43.85866676978452, 808.0506360608605, 108.1583084867599, 0.0000000000016481127464038704, 0.00038676761312216414, 0.0000000000025465508342552774, 0.00009917650596639725, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.1, 1906.04545299719, 65.67466804808197, 1840.3707849491082, 1169.9833252257226, 670.3874597233855, -3.6668450113207562, 0.023959220368416988, -0.36784363827266775, 3.3317123229853243, 0.24957348008772917, -3.7251753127760203, -0.6137476148964623, -0.10159302014023053, 0.4642474031444711, -0.630449896614557, 5.811561510832658, -0.5369057902285845, -2.1937212042663856, -0.0000000000000001942890293094024, 0.5822485963670323, -0.5892831868417022, -0.5601177534539572, 524.4265860167382, 313.51228392212977, 837.9388699388679, -7.121152590295708, -5.187672625400629, 6.775004541186307, -0.9876599515104301, 0.2371571770992622, -0.267122906867015, 146.67959202716605, 15.64178211305994, -162.814783153869, 101.8455375695653, -641.308205401581, -86.57107634018072, 4.375052449510552, 0.023566510758266875, -0.40928006952148455, 3.7525077536948848, 0.20348889547982338, -4.086605150402326, 0.3052121626861739, 0.668941101620741, -0.6777467101480406, 0.004768143702345538, -3.283209930292989, 4.482997285734966, 2.9147799724174646, -0.0000000000000004440892098500626, -0.6376606784288049, 0.5800038613912625, -0.5069362681412146, 645.5567392089845, 356.87517580125575, 1002.4319150102402, -8.113944327948527, -2.66586941454353, 8.937856559060485, 0.7965444460217256, -0.45756729100881166, -1.259022598963666, 165.29862154856966, 11.189592336230387, -180.11717280740922, -43.836399394024546, 808.0841039577898, 108.12936971171098, 0.000000000003699791143856448, 0.0006701360223769904, 0.000000000007637382124140169, 0.00019667838374723894, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.15000000000000002, 1906.00263473434, 62.48217596522726, 1843.5204587691128, 1176.6736229471799, 666.846835821933, -3.5001856224707195, 0.03714881201224258, -0.5549103282029022, 3.3346632310161537, 0.2780101856652943, -3.7574922844333587, -0.7077066990975966, -0.12333585537786276, 0.47419873652007144, -0.508994158231077, 5.679572849801734, -0.3310610348517484, -2.5059141107994356, 0.00000000000000033306690738754696, 0.5483064138648035, -0.46066450702962713, -0.6979600908919288, 530.2174158797277, 310.7439385349132, 840.9613544146409, -6.9975452430520795, -3.9965186883485018, 5.4213143985067465, -0.8710856759485894, 0.35802295923012917, -0.11347935304507147, 146.67959202647006, 15.641782113804805, -162.81478315445563, 101.86281462368616, -641.3458414868792, -86.52181094696878, 4.563236592009003, 0.03338428450543265, -0.6132435674788737, 3.7748579462431664, 0.1892220544068075, -4.0719347678932385, 0.1767428237515286, 0.6284052081827785, -0.7575009028569116, 0.007826285968393229, -3.2942576013183977, 4.305175161329006, 3.146692725864622, 0, -0.8136456011081246, 0.4018747332551203, -0.42009229291731165, 646.4562070674523, 356.10289728701986, 1002.5591043544721, -7.177741651401111, -3.263477455934925, 9.552368104302111, 0.5961475381931446, -0.5669052552756483, -1.3933127641533574, 165.29862154823553, 11.18959233622285, -180.11717280710548, -43.824481041314094, 808.1153081589546, 108.0971484508305, 0.000000000006055028235462469, 0.0008414687186075768, 0.000000000010433120110256441, 0.00028927212656129294, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.2, 1906.0152520705813, 58.792309323401405, 1847.2229427471798, 1184.4011662114938, 662.8217765356859, -3.333331626189689, 0.05185395040974206, -0.7432162580222412, 3.339496620225073, 0.31019535023468514, -3.7747449083402014, -0.7808863115361413, -0.13883805732680465, 0.4811914438434195, -0.3733568757436838, 5.564425567260303, -0.039164051331158634, -2.7492739326198086, 0.00000000000000037470027081099033, 0.5198476501219575, -0.30815755127885636, -0.7967417048532717, 534.0112274556715, 308.9731100880183, 842.9843375436898, -6.7950847082170425, -2.648349667970039, 4.698638178922939, -0.7498669875681954, 0.3956969156380884, 0.05862948278041293, 146.67959202537745, 15.641782114303364, -162.81478315515028, 101.87803348412885, -641.3954289399609, -86.48569765264044, 4.752747466866419, 0.04303614596620341, -0.8166928852988867, 3.805577048053471, 0.196852404024023, -4.066037944907285, 0.04343508417021941, 0.5740351382485561, -0.8174904459444989, 0.017504979535878047, -3.228008649252568, 4.1588912291239435, 3.3667707618103533, 0, -0.937401447000554, 0.21027538453463432, -0.2776018548570579, 650.3899387558223, 353.8486664476676, 1004.2386052034899, -5.890982923613371, -2.943858118762722, 9.799373647552924, 0.3980074029541205, -0.7210960462618176, -1.4487490169972008, 165.2986215480762, 11.189592336407525, -180.11717280672713, -43.823525174778936, 808.1423651334728, 108.06302272050769, 0.000000000009099123839764943, 0.0009032935723911141, 0.00000000001607006817297917, 0.0003745635406711632, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.25, 1906.0752699473194, 55.00062531298109, 1851.0746446343383, 1192.3655151244136, 658.7091295099245, -3.166240491997011, 0.06808353695757137, -0.9320848983442341, 3.344148747482051, 0.3389881116784873, -3.780000704539515, -0.8310769806185806, -0.14888168667485926, 0.4853040929445555, -0.22721186815396416, 5.474576447968425, 0.3159598763344993, -2.9027494880470313, -0.00000000000000003469446951953614, 0.4983575764192083, -0.14247879124239912, -0.8551839100869929, 535.8855258570412, 308.16329473697556, 844.0488205940168, -6.600216857403675, -1.442281296969194, 4.478483902513277, -0.634810823112236, 0.3514566403922841, 0.21547498288813688, 146.67959202541854, 15.641782114348016, -162.814783155121, 101.88998209587618, -641.4529148832202, -86.46512702235691, 4.94364049488319, 0.05354683029039692, -1.0202770878677814, 3.8301440726173697, 0.22357496894371745, -4.0773301578484995, -0.09134869402528875, 0.5079991711377783, -0.8558717732267592, 0.032798872189260336, -3.091600324532026, 4.055062229396179, 3.56214362578043, -0.00000000000000033306690738754696, -0.9956139383091489, 0.021246222038910592, -0.09111247935173081, 656.4799892673724, 350.545834772949, 1007.0258240403214, -4.861921805032127, -1.824505937012058, 9.326366538002814, 0.23058547355392686, -0.9041786617353194, -1.429337442600499, 165.29862154803502, 11.189592336480708, -180.1171728067622, -43.8340411271877, 808.1631529185888, 108.0288551413513, 0.000000000009176575785503976, 0.0008805165820738532, 0.000000000016039674172073057, 0.0004510787892047122, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.3, 1906.14594747564, 52.10136027608705, 1854.044587199553, 1198.50766257037, 655.536924629183, -2.9989906821551107, 0.08560432031752035, -1.1210448402367843, 3.3458436461939542, 0.3618432227194721, -3.7783969711624934, -0.856665427152347, -0.1544387184053671, 0.48653845203132384, -0.07452088884438768, 5.415437043338199, 0.7075507117020534, -2.9524266413368245, 0.00000000000000003382710778154774, 0.4846283614882224, 0.026930586100892162, -0.8743054928190165, 536.2046024024935, 308.1304642669267, 844.3350666694203, -6.529221105877848, -0.48492864508465183, 4.545660929107264, -0.5367718380213063, 0.2398679328685529, 0.3276678242000364, 146.67959202511798, 15.6417821150413, -162.81478315510742, 101.89781997002645, -641.514181583827, -86.46121635270484, 5.135248356230829, 0.06561626126922387, -1.224846207333657, 3.8341703812882, 0.25920227020936043, -4.105434620786523, -0.2244733515919753, 0.43281479965176445, -0.8715051223174303, 0.05255364308922143, -2.900007468531475, 4.007536363727512, 3.722500449382956, -0.00000000000000016653345369377348, -0.9811593001659734, -0.14895337949965054, 0.12304193770194871, 662.3030601678767, 347.4064603622562, 1009.7095205301329, -4.69326818197238, -0.33215303079872527, 8.14912954683355, 0.11430291327853005, -1.0990656569838193, -1.349793417877662, 165.29862154819347, 11.189592335912366, -180.11717280624867, -43.855715034551615, 808.1755600216632, 107.99735398123707, 0.000000000009313852616482896, 0.000843789362976919, 0.000000000019096314772493995, 0.0005181441297322905, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.35, 1906.1750458415065, 51.36662783657515, 1854.8084180049314, 1200.1771763862262, 654.6312416187053, -2.8317876987608255, 0.10416582034791305, -1.3098497907037134, 3.342275689577445, 0.38061677849623593, -3.7738010475146724, -0.8566755333329724, -0.1566221163017782, 0.48486255844876636, 0.08052852096205199, 5.390638879339553, 1.1068046589696257, -2.8919548591548367, -0.00000000000000008326672684688674, 0.47885803390454174, 0.19209006553849628, -0.8566191628060237, 535.269797823777, 308.71984023157074, 843.9896380553478, -6.678675323303236, 0.3014562201083664, 4.738174528461866, -0.4655959756770133, 0.0862883940143568, 0.37423631806285723, 146.67959202528, 15.641782115315474, -162.8147831548826, 101.90106022571263, -641.5752858358534, -86.47415719767238, 5.326346703788481, 0.07934779688189803, -1.4310091115916244, 3.809763521017906, 0.29005915429760526, -4.141081549532173, -0.35319798686735976, 0.35109015140394556, -0.8638799211349637, 0.0754875454618032, -2.6755674333159023, 4.027945691558414, 3.8393131340608146, 0, -0.8936996580462323, -0.2859123156902787, 0.3457673624630725, 664.9073785624491, 345.91140138713456, 1010.8187799495837, -5.715620354170561, 0.9603771075250237, 6.655954487130999, 0.060046514272398696, -1.2906677620380254, -1.230107678919026, 165.29862154809368, 11.189592335779306, -180.11717280615113, -43.886789078976946, 808.1780377925386, 107.97185957604368, 0.000000000009222117504432062, 0.0009167778513176828, 0.000000000019336364733396793, 0.0005756188637140619, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.39999999999999997, 1906.1130739750547, 53.865136381303735, 1852.247937593751, 1195.1394981970684, 657.1084393966826, -2.6649138310300957, 0.12366123863514189, -1.4983598486640566, 3.332679019651737, 0.3991999529929175, -3.766601270899055, -0.8308153534074815, -0.15664376868041363, 0.48023737915366244, 0.23362499425279754, 5.402894928759859, 1.4841419652819914, -2.722831851042311, 0.00000000000000018041124150158794, 0.48075562419933743, 0.34643919943264084, -0.8055146869531159, 533.0946621355873, 309.9199630200848, 843.0146251556721, -7.080659693631144, 1.0798664131127818, 5.039758065775439, -0.42896581422695157, -0.07659327484389393, 0.34594472745049354, 146.67959202577416, 15.641782115366418, -162.8147831545547, 101.89951155655379, -641.6324060730238, -86.50346073746306, 5.515572062826915, 0.09420128918532755, -1.6387770989983124, 3.7592508405194622, 0.3040805378395757, -4.1696379467353495, -0.47513670710796924, 0.26530582168203926, -0.8329573569383107, 0.10019966099023306, -2.445178176989021, 4.119951276981446, 3.9054661061522107, 0.0000000000000004440892098500626, -0.7391056251059931, -0.3784330190100893, 0.5572354305494119, 662.0448360614811, 347.18847637659775, 1009.2333124380789, -7.831490567504919, 1.5477034481373857, 5.459786918094684, 0.07054329191676116, -1.4665475100953296, -1.0907242963477746, 165.29862154853416, 11.189592335548534, -180.11717280600135, -43.92387451386375, 808.1701649381902, 107.9556669734085, 0.000000000007207869660741433, 0.0011751473761769753, 0.000000000018049407609821667, 0.0006235584854198914, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.44999999999999996, 1905.9306334307662, 59.97960568049739, 1845.9510277502688, 1182.5899246995245, 663.3611030507443, -2.498638900451574, 0.14414582567455306, -1.6863660053655471, 3.318318203489134, 0.42018352858352953, -3.753644997160565, -0.7795045661432731, -0.1557701525743061, 0.4726107454289885, 0.3804567968032903, 5.4538215643019194, 1.8101721154814465, -2.4546857257973884, 0.00000000000000013877787807814457, 0.48966957879443673, 0.4846750059601013, -0.7247853766466694, 529.413668025663, 311.858320748899, 841.271988774562, -7.682204155032254, 1.9588243721938272, 5.5824691907860124, -0.43117590662497673, -0.21348743134237844, 0.2476728226603574, 146.6795920264288, 15.641782115238875, -162.81478315430212, 101.89323519651836, -641.6816690583877, -86.54794285531038, 5.701934748968756, 0.10918314570679302, -1.8474355039297843, 3.695256605154174, 0.29519372301904323, -4.176698250523528, -0.5880450718300287, 0.17772497690121739, -0.7790707552077424, 0.12516223257003808, -2.236332877246704, 4.274997968314176, 3.9155651915906136, 0.0000000000000004440892098500626, -0.5284102749920765, -0.4190371585502349, 0.7383701246915013, 653.1762566738614, 351.50278230184523, 1004.6790389757066, -10.512074830539042, 1.1754534193491268, 5.164045604956936, 0.14225710224991278, -1.6158231281177091, -0.9501982427034743, 165.29862154895915, 11.189592335616823, -180.11717280637097, -43.962258738948066, 808.1529966124695, 107.95116046418748, 0.000000000005099233910310982, 0.0015657294971598303, 0.000000000016145600832206876, 0.0006619023145970017, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
