shape_name,rho,energy_ratio,separation,n_repeats,n_ok,n_body_observations,repeat_classes,group_class,regime,chaotic_like_count,chaotic_like_fraction,body_broadband_chaos_score_mean,body_chaos_score_mean,body_spectral_entropy_mean,body_peak_fraction_mean,body_lmax_fraction_mean,n_periodic,n_quasi-periodic,n_sensitive-regular,n_complex-regular,n_chaotic-like,n_chaotic,n_chaotic-candidate,n_ambiguous,n_mixed,n_incomplete
ellipsoid_1_0p8_0p6,4.0,11.0,3.0,5,5,10,periodic;periodic;quasi-periodic;chaotic-like;chaotic-like;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic,mixed,regular-regime,2,0.2,0.26057405072501844,0.23292705626345828,0.3508464356685546,0.9447665975351652,0.7580612244897958,2,6,0,0,2,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,11.0,5.0,5,5,10,periodic;quasi-periodic;quasi-periodic;periodic;quasi-periodic;quasi-periodic;periodic;periodic;periodic;quasi-periodic,periodic,regular-regime,0,0.0,0.18214536896624317,0.16800967716351206,0.3101787665704621,0.9899625807095841,0.858877551020408,5,5,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,11.0,8.0,5,5,10,periodic;quasi-periodic;periodic;periodic;periodic;quasi-periodic;periodic;periodic;quasi-periodic;periodic,periodic,regular-regime,0,0.0,0.1768814103167149,0.15180974700695518,0.30154420335775634,0.9898125396847963,0.9257142857142856,7,3,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,30.0,11.0,5,5,10,quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;periodic;quasi-periodic;quasi-periodic;quasi-periodic;periodic,quasi-periodic,regular-regime,0,0.0,0.21081609108659854,0.19926254324261886,0.3453661648074461,0.9792693172985762,0.8982653061224489,2,8,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,30.0,3.0,5,5,10,quasi-periodic;periodic;quasi-periodic;quasi-periodic;periodic;quasi-periodic;quasi-periodic;periodic;periodic;periodic,quasi-periodic,regular-regime,0,0.0,0.18554151217446013,0.16455998712316108,0.31544453319684307,0.9903788602626256,0.9127551020408164,5,5,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,30.0,5.0,5,5,10,quasi-periodic;quasi-periodic;periodic;quasi-periodic;quasi-periodic;quasi-periodic;periodic;periodic;quasi-periodic;periodic,quasi-periodic,regular-regime,0,0.0,0.17734176522114015,0.1422266964098391,0.30372579345447703,0.9931364976067802,0.8978571428571428,4,6,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,30.0,8.0,5,5,10,quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic,quasi-periodic,regular-regime,0,0.0,0.20762669560497118,0.1837392789220446,0.3487587002569679,0.9838309565623733,0.8569387755102043,0,10,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,4.0,11.0,5,5,10,quasi-periodic;periodic;periodic;quasi-periodic;periodic;periodic;quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic,quasi-periodic,regular-regime,0,0.0,0.1920959844908209,0.17526318667009727,0.32361463327916395,0.9850625559942763,0.9142857142857143,4,6,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,4.0,3.0,5,5,10,periodic;quasi-periodic;periodic;quasi-periodic;quasi-periodic;periodic;periodic;quasi-periodic;periodic;quasi-periodic,periodic,regular-regime,0,0.0,0.17625050898361244,0.15405567542859525,0.29484148005744354,0.9857792460555054,0.9172448979591838,5,5,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,4.0,5.0,5,5,10,quasi-periodic;quasi-periodic;quasi-periodic;quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic;quasi-periodic,quasi-periodic,regular-regime,0,0.0,0.20823903867858684,0.203722409544634,0.3372755578674712,0.9756183881580063,0.869795918367347,4,6,0,0,0,0,0,0,0,0
ellipsoid_1_0p8_0p6,4.0,4.0,8.0,5,5,10,periodic;quasi-periodic;periodic;periodic;periodic;periodic;periodic;quasi-periodic;quasi-periodic;periodic,periodic,regular-regime,0,0.0,0.2108079387258397,0.19794077568308244,0.3191429443010355,0.9640163995022825,0.7470408163265307,7,3,0,0,0,0,0,0,0,0
