time,p1_1,p2_1,p3_1,p1_2,p2_2,p3_2,v1_1,v2_1,v3_1,v1_2,v2_2,v3_2,q1_1,q2_1,q3_1,q0_1,q1_2,q2_2,q3_2,q0_2,o1_1,o2_1,o3_1,o0_1,o1_2,o2_2,o3_2,o0_2,ofix1_1,ofix2_1,ofix3_1,ofix1_2,ofix2_2,ofix3_2
0, -100, 0, 0, 100, 0, 0, 0.0001, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
0.001, -99.9999999, 0, 0, 100, 0, 0, -0.00037742411881144767, 0.0005942900566572929, -0.00047776501430855266, 0.000000000000000000002564858793880311, -0.0000000000000000000066342497444018256, -0.000000000000000000001858964974719055, -0.00000000000000000000000000000000000006027416197670318, -0.0000000000000000000000000000000000004319182923543383, 0.000000000000000000000000000000000009207424597883578, 1, -0.000000000000000000000000000000000000000000000000000000028942810507753267, 0.000000000000000000000000000000000000000000000000000010318758963779832, -0.00000000000000000000000000000000000000000000000000001770353788878195, 1, -0.00000000000000000000000000000000024115220023249466, -0.00000000000000000000000000000018456423784129733, 0.000000000000000000000000000000007191557536882773, 0.000000000000000000000000000000000000000000000000000000000000000000000000000000000008236092143148846, -0.0000000000000000000000000000000000000000000000000015845996283286226, 0.0000000000000000000000000000000000000000000000005641884536311628, -0.000000000000000000000000000000000000000000000000968927751977052, 0, 1, 0, 0, 1, 0, 0
0.10100000000000008, -100.00327245701811, 0.002446672878386991, -0.0009731343137021989, 100, -0.00000000000000015478966567739699, -0.000000000000000041512086724001843, -0.06536270833955589, 0.047776179773460145, -0.019273020452912428, 0.00000000000000287021458451321, -0.000000000000006257875044914024, -0.000000000000001712554118590589, -0.0000000000000000000000000000000003883088089198015, 0.000000000000000000000000000000040033621168632387, 0.0000000000000000000000000000001903152320903656, 1, 0.0000000000000000000000000000000000000000000000003979073737453314, 0.000000000000000000000000000000000000000000007353341600444881, -0.00000000000000000000000000000000000000000001216157351988232, 1, -0.000000000000000000000000000000013053523102439494, -0.00000000000000000000000000000001364756728736351, 0.00000000000000000000000000000977498579834363, 0, 0.000000000000000000000000000000000000000000001426020705883805, 0.000000000000000000000000000000000000000000592735626019126, -0.000000000000000000000000000000000000000000965326088227542, 0, 1, 0.00000000000000000000000000000037112826899844565, -0.00000000000000000000000000000008007410839027188, 1, -0.000000000000000000000000000000000000000000023371744318755683, -0.000000000000000000000000000000000000000000014122585932153357
0.20100000000000015, -100.01297281781096, 0.009560093500529478, -0.003664528619850533, 100, -0.000000000000002132997946136835, -0.0000000000000005828083291252977, -0.13000610084909045, 0.09550403360648867, -0.03467580779515084, 0.000000000000023002696578768547, -0.00000000000004242804232012195, -0.000000000000012058428943049091, -0.000000000000000000000000000000001466856569343911, -0.000000000000000000000000000000022978758496547174, 0.0000000000000000000000000000007516534705142882, 1, 0.00000000000000000000000000000000000000000000021191619806173507, 0.00000000000000000000000000000000000000000011301531874425182, -0.00000000000000000000000000000000000000000017676034830230254, 1, -0.000000000000000000000000000000027870700453215057, -0.0000000000000000000000000000022491200392806135, 0.00000000000000000000000000001640468728824934, 0, 0.000000000000000000000000000000000000000000011094178390389438, 0.0000000000000000000000000000000000000000045156743253919754, -0.000000000000000000000000000000000000000006980743937166094, -0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045719495651291, 1, 0.0000000000000000000000000000014877848761975851, 0.00000000000000000000000000000004385741844495152, 1, -0.00000000000000000000000000000000000000000034659871979481155, -0.0000000000000000000000000000000000000000002215506591975273
0.3010000000000002, -100.02907965178056, 0.02167475771160868, -0.007769258029569804, 100, -0.000000000000010518834405522391, -0.000000000000003033813112820795, -0.1918219995824335, 0.14534262591277744, -0.04796084364772422, 0.00000000000007646287624446774, -0.000000000000139286001102972, -0.000000000000039710876485267176, -0.000000000000000000000000000000003157159098203961, -0.0000000000000000000000000000002094455720301855, 0.0000000000000000000000000000018000750416674335, 1, 0.0000000000000000000000000000000000000000000013018081146202206, 0.0000000000000000000000000000000000000000005710890206389686, -0.0000000000000000000000000000000000000000008767288267239938, 1, -0.0000000000000000000000000000000385543172670275, -0.000000000000000000000000000004369614623768476, 0.000000000000000000000000000025983960961845155, 0.000000000000000000000000000000000000000000000000000000000000000000000000017686873200833423, 0.000000000000000000000000000000000000000000038102219032327347, 0.000000000000000000000000000000000000000015052723646910208, -0.000000000000000000000000000000000000000023114091522444965, 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000731511930420656, 1, 0.0000000000000000000000000000035739869523300554, 0.0000000000000000000000000000004144934633232588, 1, -0.0000000000000000000000000000000000000000017304715708693914, -0.0000000000000000000000000000000000000000011272021070315904
0.4010000000000003, -100.05117262698057, 0.038715958591864365, -0.01310708728687441, 100, -0.000000000000032624222799446523, -0.000000000000009316321905556195, -0.2522883020838515, 0.1938409045845643, -0.06003779279528733, 0.0000000000001765353581573579, -0.00000000000032276884493356064, -0.00000000000009116758070273364, -0.000000000000000000000000000000004816329359199313, -0.00000000000000000000000000000054051303047613195, 0.0000000000000000000000000000032039398807170725, 1, 0.000000000000000000000000000000000000000000004811288722925521, 0.000000000000000000000000000000000000000001770296554400147, -0.000000000000000000000000000000000000000002719287240087401, 1, -0.000000000000000000000000000000030698817988351595, -0.000000000000000000000000000008237888931469575, 0.00000000000000000000000000003195064664247318, 0.000000000000000000000000000000000000000000000000000000000000000000000000035373746401666845, 0.00000000000000000000000000000000000000000011847791329214242, 0.000000000000000000000000000000000000000034681714021863726, -0.00000000000000000000000000000000000000005342778475274169, -0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017556286330095744, 1, 0.000000000000000000000000000006375913468853391, 0.0000000000000000000000000000010730253619278542, 1, -0.000000000000000000000000000000000000000005385262244289128, -0.0000000000000000000000000000000000000000035059544812524067
0.5010000000000003, -100.0793985517753, 0.06016515804739108, -0.01999784193050927, 100, -0.00000000000007819095310563355, -0.000000000000022334511445785843, -0.309738628867789, 0.23766204653932613, -0.07696208146360983, 0.00000000000034316004083810816, -0.0000000000006098693027961793, -0.00000000000017319469611461544, -0.000000000000000000000000000000006238078841796102, -0.000000000000000000000000000001061984159649978, 0.0000000000000000000000000000049238709939106446, 1, 0.00000000000000000000000000000000000000000001341314617199814, 0.0000000000000000000000000000000000000000042525215489515496, -0.000000000000000000000000000000000000000006523011001981204, 1, -0.00000000000000000000000000000002888423529299548, -0.000000000000000000000000000010986473216540141, 0.00000000000000000000000000003794518721203273, -0.00000000000000000000000000000000000000000000000000000000000000000000000007074749280333369, 0.0000000000000000000000000000000000000000002401117136016091, 0.00000000000000000000000000000000000000006647760388442477, -0.00000000000000000000000000000000000000010184507122705086, -0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008192933620711347, 1, 0.000000000000000000000000000009809627226840472, 0.000000000000000000000000000002112661094093355, 1, -0.000000000000000000000000000000000000000012944626522594537, -0.000000000000000000000000000000000000000008438771785738367
0.6010000000000004, -100.113274015162, 0.08577575333039072, -0.028524758510318163, 100, -0.0000000000001584083931104918, -0.00000000000004595582715657518, -0.36796105738848, 0.2758920907751019, -0.09439653949641692, 0.0000000000005580013196960932, -0.0000000000010322516663844233, -0.00000000000030855787067100866, -0.000000000000000000000000000000007703181435783947, -0.0000000000000000000000000000016861184978236875, 0.000000000000000000000000000006931738583182559, 1, 0.000000000000000000000000000000000000000000027471865637435394, 0.000000000000000000000000000000000000000008685978032290609, -0.00000000000000000000000000000000000000001325402769986323, 1, -0.00000000000000000000000000000003055727671291859, -0.000000000000000000000000000013999991760273692, 0.000000000000000000000000000043150008351442125, 0.00000000000000000000000000000000000000000000000000000000000000000000000028298997121333476, 0.00000000000000000000000000000000000000000034648950192308193, 0.00000000000000000000000000000000000000011365852237516959, -0.00000000000000000000000000000000000000017226381496685326, -0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046816763546921983, 1, 0.00000000000000000000000000001382000648596868, 0.0000000000000000000000000000033584176508251925, 1, -0.00000000000000000000000000000000000000002633587949361517, -0.0000000000000000000000000000000000000000172585502273306
0.7010000000000005, -100.15326852334266, 0.11552804403916113, -0.03835206584075592, 100, -0.00000000000029067533635990405, -0.00000000000008610042344505236, -0.4314748362694756, 0.31979138518068956, -0.10298866625972376, 0.0000000000008567103772380743, -0.0000000000016330302983665977, -0.0000000000004967789480437565, -0.000000000000000000000000000000009830420868756224, -0.0000000000000000000000000000026058178114350075, 0.00000000000000000000000000000928284807052725, 1, 0.00000000000000000000000000000000000000000004802188612826907, 0.000000000000000000000000000000000000000015941748094533907, -0.00000000000000000000000000000000000000002424759806874191, 1, -0.00000000000000000000000000000004868671023707673, -0.000000000000000000000000000022299857512337338, 0.00000000000000000000000000004982455902435046, 0, 0.0000000000000000000000000000000000000000005030723366013958, 0.000000000000000000000000000000000000000179303658685104, -0.00000000000000000000000000000000000000027131742517940954, -0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009363352709384397, 1, 0.000000000000000000000000000018515840122370272, 0.0000000000000000000000000000051892889958607494, 1, -0.0000000000000000000000000000000000000000482245232299571, -0.000000000000000000000000000000000000000031704588309637154
0.8010000000000006, -100.19944825340235, 0.14979900939782834, -0.04902957776035483, 100, -0.0000000000004914474713871111, -0.00000000000014754737774310745, -0.4884110830590975, 0.36812440825308623, -0.10919061101861029, 0.000000000001264970898223131, -0.0000000000024146907344201094, -0.0000000000007446389148119335, -0.000000000000000000000000000000012448089769287764, -0.0000000000000000000000000000037759459266433465, 0.000000000000000000000000000011917413715252021, 1, 0.00000000000000000000000000000000000000000008000145892427763, 0.000000000000000000000000000000000000000026996067510697316, -0.000000000000000000000000000000000000000040953371854903195, 1, -0.00000000000000000000000000000005549211557987642, -0.00000000000000000000000000002282308816347232, 0.00000000000000000000000000005460287713126781, 0.000000000000000000000000000000000000000000000000000000000000000000000001131959884853339, 0.0000000000000000000000000000000000000000008087879005368453, 0.0000000000000000000000000000000000000002663765930260992, -0.0000000000000000000000000000000000000004016740936412368, 0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005618011625630638, 1, 0.000000000000000000000000000023780197849741598, 0.000000000000000000000000000007529039477287614, 1, -0.00000000000000000000000000000000000000008150557064878112, -0.0000000000000000000000000000000000000000537264306845593
