family,suite,epsilon,n_runs,n_complete,n_ok,n_body_observations,group_class,repeat_classes,body_broadband_chaos_score_mean,body_chaos_score_mean,body_spectral_entropy_mean,mean_max_abs_ke_drift_pct,mean_min_separation,mean_max_impulse_global_p_drift,mean_max_impulse_global_h_drift,n_periodic,n_quasi-periodic,n_sensitive-regular,n_complex-regular,n_chaotic-like,n_chaotic,n_chaotic-candidate,n_ambiguous,n_mixed,n_incomplete
spheroid_prolate,heterogeneous_sphere,0.003,10,10,10,20,mixed,chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;periodic;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;periodic;complex-regular;chaotic-like;chaotic-like;chaotic-like;chaotic-like,0.62977962546,0.611589194845,0.472798233477,109.902337388,7.73797927947,1.34641665595e-08,0.0626913790075,2,0,0,1,17,0,0,0,0,0
spheroid_prolate,heterogeneous_sphere,0.01,10,10,10,20,mixed,complex-regular;chaotic-like;chaotic-like;periodic;periodic;periodic;quasi-periodic;quasi-periodic;chaotic-like;chaotic-like;periodic;periodic;quasi-periodic;quasi-periodic;periodic;chaotic-like;periodic;quasi-periodic;chaotic-like;quasi-periodic,0.348164074053,0.346196191639,0.358914819508,87.019909724,7.53900839689,2.05815787608e-08,0.046008223477,7,6,0,1,6,0,0,0,0,0
spheroid_prolate,heterogeneous_sphere,0.03,10,10,10,20,mixed,periodic;periodic;quasi-periodic;periodic;periodic;periodic;periodic;periodic;periodic;periodic;quasi-periodic;quasi-periodic;quasi-periodic;periodic;chaotic-like;chaotic-like;periodic;periodic;periodic;quasi-periodic,0.18733093938,0.177379298654,0.268714132889,41.100142912,7.51507624608,2.35670525182e-08,0.0438761017489,13,5,0,0,2,0,0,0,0,0
spheroid_prolate,heterogeneous_sphere,0.1,10,10,10,20,periodic,quasi-periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic;periodic;periodic;periodic;periodic;periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic,0.143010810922,0.110114245994,0.245161390152,7.94422116857,7.07526058668,1.79023446539e-08,0.0189035972598,15,5,0,0,0,0,0,0,0,0
spheroid_prolate,heterogeneous_sphere,0.3,10,10,10,20,periodic,quasi-periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic;quasi-periodic;periodic;periodic;periodic;periodic;periodic,0.148419584737,0.114452327812,0.253505534775,65.7720594923,6.50348592096,0.00411416705266,0.521067614047,14,6,0,0,0,0,0,0,0,0
spheroid_prolate,heterogeneous_sphere,1.0,10,10,10,20,periodic,quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;quasi-periodic;periodic;periodic;periodic;periodic;periodic,0.152772103372,0.124042559969,0.261284578826,1.21583880975,7.47624886879,3.29862446892e-09,0.0099799675998,13,7,0,0,0,0,0,0,0,0
spheroid_prolate,homogeneous,0.0,10,10,10,20,mixed,chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;quasi-periodic;periodic;chaotic-like;chaotic-like;quasi-periodic;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like,0.762340171877,0.761981634446,0.518402493471,176.973281651,7.9999609641,2.14107289871e-09,0.112660103802,1,2,0,0,17,0,0,0,0,0
spheroid_prolate,homogeneous,0.0001,10,10,10,20,chaotic-like,chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;quasi-periodic;quasi-periodic;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like,0.80373716971,0.80726470066,0.528628492725,178.842989877,7.97797825951,3.68691470261e-09,0.0571907453132,0,2,0,0,18,0,0,0,0,0
spheroid_prolate,homogeneous,0.0003,10,10,10,20,mixed,periodic;periodic;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;quasi-periodic;quasi-periodic;periodic;periodic;chaotic-like;chaotic-like;chaotic-like;chaotic-like;periodic;periodic,0.561855148907,0.551287624357,0.424623161744,120.824592543,7.99239861075,9.85233834303e-09,0.0318934027998,6,2,0,0,12,0,0,0,0,0
spheroid_prolate,homogeneous,0.001,10,10,10,20,mixed,periodic;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;chaotic-like;quasi-periodic;periodic;complex-regular;periodic;periodic;quasi-periodic,0.559532798409,0.551625550084,0.445357167049,78.2941857621,7.91952137882,1.58021759523e-08,0.0273367292861,4,2,0,1,13,0,0,0,0,0
