name,shape_name,rho,energy_ratio,separation,repeat,status,class_body1,class_body2,class_combined,class_consensus,body1_recurrence_rate,body1_recurrence_epsilon,body1_determinism,body1_lmax_fraction,body1_mean_diag,body1_diag_entropy,body1_nearest_distance,body1_return_cv,body1_divergence_slope,body1_divergence_gain,body1_spectral_entropy,body1_peak_fraction,body1_dominant_fraction,body1_harmonicity,body1_class,body2_recurrence_rate,body2_recurrence_epsilon,body2_determinism,body2_lmax_fraction,body2_mean_diag,body2_diag_entropy,body2_nearest_distance,body2_return_cv,body2_divergence_slope,body2_divergence_gain,body2_spectral_entropy,body2_peak_fraction,body2_dominant_fraction,body2_harmonicity,body2_class,combined_recurrence_rate,combined_recurrence_epsilon,combined_determinism,combined_lmax_fraction,combined_mean_diag,combined_diag_entropy,combined_nearest_distance,combined_return_cv,combined_divergence_slope,combined_divergence_gain,combined_spectral_entropy,combined_peak_fraction,combined_dominant_fraction,combined_harmonicity,combined_class
spheroid_1_0p7_0p7_rho1_E16_sep8_run01,spheroid_1_0p7_0p7,1.0,16.0,8.0,1,ok,periodic,periodic,periodic,periodic,0.030000295157010113,1.648717510502015,0.9994275799152103,0.9712266532054518,607.2934782608696,3.6947990578724337,0.4309541028431864,0.005120085763413776,-2.3298339327453458e-05,0.00018072740709985154,0.17558943066041185,0.9999772613142175,0.4718632649718884,1.0,periodic,0.030000295157010113,1.2856392624806132,0.9137076722179489,0.9697122665320546,20.22129849564529,2.0141913995977445,0.24139693928713643,0.0,7.818592914027938e-05,0.031199727006610264,0.22668283510141063,0.9991711577304111,0.4144871413457452,1.0,periodic,0.030000295157010113,3.3089499153835065,0.960610342915407,0.9707218576476527,55.077948717948715,1.9026445985043792,0.5582580965113,0.0,-0.00015201631397502116,0.0,0.2398636623120168,0.9996198192423497,0.3672637639530602,1.0000000000000004,periodic
spheroid_1_0p7_0p7_rho1_E16_sep8_run02,spheroid_1_0p7_0p7,1.0,16.0,8.0,2,ok,periodic,periodic,periodic,periodic,0.030000295157010113,1.6787968702492295,0.973149920397832,0.9702170620898536,48.143362831858404,2.0590515546678874,0.41410663591080454,0.0,-4.1101925164817394e-05,0.003298197084328895,0.17148249657187833,0.9999699882946445,0.5145211270848471,1.0,periodic,0.030000295157010113,1.4190185680397025,0.9992486986387135,0.9712266532054518,315.59887005649716,3.3456532374495263,0.3792196127275879,0.18239335045251773,2.2582305381717687e-05,0.005562195239910389,0.15657704047650925,0.9999511070203085,0.4521630243259589,0.9999999999999999,periodic,0.030000295157010113,3.2299288794790355,0.9831136074987031,0.9707218576476527,50.42110091743119,1.951677228139413,1.0667117048063433,0.002811123249140294,-0.00013032966166927516,0.002832063510681073,0.2518776591796403,0.9995429336628737,0.3231828857561228,1.0000000000000002,periodic
spheroid_1_0p7_0p7_rho0p1_E0p25_sep3_run01,spheroid_1_0p7_0p7,0.1,0.25,3.0,1,ok,chaotic-candidate,chaotic,chaotic-candidate,chaotic-candidate,0.030000295157010113,1.7569581807163608,0.8961236427383146,0.11610297829379101,31.487115021998743,3.999591973587111,1.1641407212869563,1.0060319171451344,0.01744904083681481,0.32274350122721734,0.30086768544013404,0.8751082504957175,0.5508612859184272,1.0000000000000002,chaotic-candidate,0.030000295157010113,2.4896257307153973,0.4837486360302667,0.13629480060575466,8.152848959903528,1.9174570359500578,0.9828345773283795,0.6863473975664658,0.025531241115020035,0.5037221669334332,0.5298988828847951,0.6029019027040277,0.24491919068000717,1.0,chaotic,0.030000295157010113,3.623496642939202,0.7597803337924619,0.13629480060575466,7.4738694351574875,1.8776387663237346,2.019608192821165,0.6512842938194678,0.017061514161329477,0.33722366821578986,0.4295473126390731,0.7424007629854394,0.35133019409770155,0.9999999999999998,chaotic-candidate
spheroid_1_0p7_0p7_rho0p1_E0p25_sep3_run02,spheroid_1_0p7_0p7,0.1,0.25,3.0,2,ok,ambiguous,chaotic,ambiguous,ambiguous,0.030000295157010113,2.047731028251573,0.9548503658122104,0.15850580514891469,45.12172442941674,4.511225069237892,0.9601167931167438,0.9790516139327287,0.006947577575922634,0.12911769430916015,0.43414949876901876,0.6496504183253313,0.46057528382055557,1.0000000000000002,ambiguous,0.030000295157010113,2.23142439864726,0.8678782891794716,0.19081272084805653,23.68994140625,3.46261791394372,0.6813753853700469,0.9752319460705146,0.022390551098882865,0.3966010310079066,0.5316834000527128,0.527639928969288,0.27835750957320843,1.0,chaotic,0.030000295157010113,2.922837786429057,0.8294903672432606,0.292781423523473,34.78694673668417,2.741426105063577,2.0361037769212844,0.7241817340509578,0.007870164393424263,0.13701145806011147,0.5217298113923485,0.5511675090145465,0.2947933504531198,1.0000000000000002,ambiguous
spheroid_1_0p7_0p7_rho0p1_E0p25_sep8_run01,spheroid_1_0p7_0p7,0.1,0.25,8.0,1,ok,chaotic,chaotic,ambiguous,chaotic,0.030000295157010113,3.0155898791775604,0.6917696724683827,0.23271075214538112,16.909488412767818,3.140271894643223,0.9279820691196773,0.7984737381296214,0.022258480953457407,0.4261931898380882,0.5501295442538542,0.5227979563467271,0.23715576231150423,0.9999999999999999,chaotic,0.030000295157010113,2.1987260287399852,0.894263277462748,0.11509338717819283,37.141158989598814,4.265304816712174,1.091037441786838,0.9787987535998783,0.022086592218817144,0.37710882853328115,0.5011115946795441,0.6444874744411908,0.3511880932764319,1.0,chaotic,0.030000295157010113,4.0697956212723,0.7271166127041483,0.20646138313982837,20.063178677196447,3.0852199805634397,2.1150012705985173,1.041035930204454,0.009578482370964595,0.19126434453610366,0.2744401123165146,0.8312756534046506,0.6785131280039784,1.0,ambiguous
spheroid_1_0p7_0p7_rho0p1_E0p25_sep8_run02,spheroid_1_0p7_0p7,0.1,0.25,8.0,2,ok,chaotic-candidate,chaotic,chaotic,chaotic,0.030000295157010113,1.946745950805959,0.9525070210901025,0.08228167592125189,40.1266013564431,4.344867733787084,0.7679562685174984,0.7068909778277219,0.01706937054773514,0.2887156317216538,0.5118193809089818,0.5360715063589517,0.3275538986508906,1.0000000000000002,chaotic-candidate,0.030000295157010113,2.9961094034747933,0.6955619555301147,0.09742554265522463,20.995680345572353,3.5296784601567994,0.797324871626156,0.6824640450543746,0.029696473113546343,0.5183009794011875,0.6308496228351264,0.3499950368111414,0.10853228568126688,0.9999999999999999,chaotic,0.030000295157010113,3.875338982737951,0.733484786147434,0.12216052498738011,20.51225612806403,3.038084031209972,2.1533532247986136,0.6138758439654737,0.007449414319857845,0.15116443251820855,0.5346043966218897,0.4851479604618208,0.19700906785147762,1.0000000000000002,chaotic
spheroid_1_0p7_0p7_rho0p1_E4_sep3_run01,spheroid_1_0p7_0p7,0.1,4.0,3.0,1,ok,periodic,periodic,quasi-periodic,periodic,0.030000295157010113,2.2536977481615565,0.9962792694488668,0.5971731448763251,81.54465592972181,3.684021191134537,0.34163501896600945,0.3120996164597535,0.002853192295582887,0.048086434359880297,0.2973856381832508,0.996082875337982,0.2842273327640702,0.9999999999999999,periodic,0.030000295157010113,1.7510768066983688,0.92590737527503,0.7006562342251388,21.16148814390842,2.253754802396676,0.25081160349130144,0.5153020168234973,0.003547421307338694,0.09505218273256201,0.2690321131006646,0.9921733874162153,0.3729912409022792,1.0,periodic,0.030000295157010113,4.895316206088244,0.9130279233672611,0.8859162039374053,15.589798411728772,2.492166727199717,3.873934001630193,0.5788406047875913,-0.00024892332803530586,0.10013061881911174,0.3864271353805031,0.8763511526468365,0.16226536842962172,1.0,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E4_sep3_run02,spheroid_1_0p7_0p7,0.1,4.0,3.0,2,ok,periodic,periodic,quasi-periodic,periodic,0.030000295157010113,1.5054356935196653,0.9881222832406132,0.4967188288743059,48.37040280210157,3.5908331547501664,0.5566147671031123,1.077231267921388,0.007152005059505167,0.1519621176422922,0.20398382785014316,0.99730482679124,0.6335114387888685,1.0000000000000002,periodic,0.030000295157010113,1.8386691119950265,0.970305708101533,0.7587077233720343,42.77839116719243,2.425252690717944,0.5316397859177592,0.05363607477677911,-0.0008455537739042568,0.0030302135313928415,0.22976510903645764,0.9988835720436471,0.5451355049712178,0.9999999999999998,periodic,0.030000295157010113,3.4743631268961717,0.9706813587821763,0.812216052498738,33.37269372693727,2.4735999807556164,0.9442306600083777,0.1955330776527315,0.0004064576248386793,0.009837753509062725,0.367178922936313,0.9347687584200186,0.22291176066253418,1.0,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E4_sep8_run01,spheroid_1_0p7_0p7,0.1,4.0,8.0,1,ok,periodic,periodic,quasi-periodic,periodic,0.030000295157010113,2.197775043592599,0.9573189274278662,0.9656739020696617,21.86151960784314,2.335929562273663,0.8393645159482573,1.5678383036607615,0.004884907113615182,0.10035947218751529,0.1912689643657999,0.9983630739280857,0.6197013872899794,1.0000000000000002,periodic,0.030000295157010113,1.5013014895778987,0.996493926980663,0.8995456839979808,132.63571428571427,3.874993003235672,0.21204431360210385,0.35374278522003866,0.005499676129378434,0.08750180041983516,0.23402514049715706,0.9908046809089408,0.4380389831979709,1.0000000000000002,periodic,0.030000295157010113,4.242709818301758,0.9365508112265889,0.8980312973245835,19.565022421524663,1.9399056735038198,2.31487101632036,0.01698317941143338,0.0007554648524627667,0.03701001975944441,0.3315047286731223,0.9591388313661782,0.2662504348549723,1.0,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02,spheroid_1_0p7_0p7,0.1,4.0,8.0,2,ok,periodic,periodic,periodic,periodic,0.030000295157010113,1.8962834474888737,0.9820760960950218,0.8833922261484098,62.316685584563,2.63843135051878,0.20808907432785595,0.5221482634126103,0.001647019761641365,0.03832464254373767,0.2855378557481969,0.9932606908806376,0.2500487383548419,1.0,periodic,0.030000295157010113,1.7063499341804973,0.9888199202189507,0.9444724886421,55.388777555110224,3.3970308715714594,0.2356744856186206,0.5310711404346163,0.002706980993149619,0.04787962371123693,0.24962570452298755,0.9972114515108002,0.3141523912263167,0.9999999999999997,periodic,0.030000295157010113,3.776740278318018,0.9390372609698943,0.9268046441191318,16.734140898948038,1.8610070214526526,2.3118481759490512,0.4691495342993549,-0.000860299569267789,0.07013791384021378,0.29151955848735234,0.989497910371387,0.24645083795453918,1.0,periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01,spheroid_1_0p7_0p7,0.1,16.0,3.0,1,ok,periodic,periodic,periodic,periodic,0.030000295157010113,2.072901885750665,0.9637944296370499,0.9581019687026754,41.92918287937743,2.0756838060938376,0.5654906456160299,0.010793298119143683,0.0001978935357408434,0.013600025236942065,0.17939761162914408,0.9999498641798266,0.5856155099199813,1.0,periodic,0.030000295157010113,2.0763796811774116,0.9935244977908162,0.9565875820292782,80.72819767441861,2.7111209199505213,0.5523238392086026,0.05470644171051407,0.000410792232881798,0.00928667914140606,0.17999749009055577,0.9998262653288426,0.5845285334473554,1.0000000000000002,periodic,0.030000295157010113,3.6889172066044056,0.9629715757651647,0.950530035335689,35.07035830618892,2.1512389675656145,0.6290518354677554,0.19542074201896345,-0.00013795032991384298,0.0036284881356154616,0.29782221130903164,0.9978567224503052,0.20889959300331426,1.0,periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02,spheroid_1_0p7_0p7,0.1,16.0,3.0,2,ok,periodic,periodic,quasi-periodic,periodic,0.030000295157010113,1.1056254980212228,0.98551061660376,0.4558303886925795,37.86460481099656,3.8418259499270806,0.21978133227422528,1.9261426844477967,0.001911736484632447,0.05317974902001832,0.22848781388520784,0.9975744521139606,0.4202195159341123,1.0,periodic,0.030000295157010113,2.1390717812685724,0.9983900685115289,0.8243311458859162,76.98344827586207,3.932898062060297,0.7418308811303985,0.42062750521826325,0.0023025573223213447,0.036330603231285785,0.21778152329391812,0.996874753097872,0.49646261276835657,1.0,periodic,0.030000295157010113,3.430810277752079,0.9732393610360803,0.8637051993942453,43.91202582728006,3.1819362299551393,1.2052633673662343,0.24130566512958213,0.0008649443502120511,0.01800065383618903,0.30658897225339315,0.9876573868126196,0.24881789601292364,1.0,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01,spheroid_1_0p7_0p7,0.1,16.0,8.0,1,ok,periodic,periodic,periodic,periodic,0.030000295157010113,1.606710655525267,0.9767812103107167,0.9692074709742554,42.760375880971026,2.1841117116563,0.3593559743901332,0.062055642881896626,0.00018968134757784745,0.007534428230224245,0.19212494544674014,0.9997688307703402,0.44730337505358386,1.0,periodic,0.030000295157010113,1.911313497603399,0.9987836073198219,0.9697122665320546,151.31436314363143,4.251274327390498,0.9198311738507331,1.2010301928832927,0.000470652965112985,0.00718206556922163,0.13197983230244653,0.999933001383385,0.7349312481431137,1.0,periodic,0.030000295157010113,3.309211523263284,0.9842047832853336,0.9697122665320546,74.6540027137042,2.6712150984857463,0.9277409961630442,0.0014879185321141652,0.00027297746879419426,0.005374958088223737,0.24202047839754504,0.9989707542913755,0.45620125428321,0.9999999999999999,periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02,spheroid_1_0p7_0p7,0.1,16.0,8.0,2,ok,periodic,periodic,periodic,periodic,0.030000295157010113,1.743974903496499,0.9955279680875803,0.5896012115093388,69.47940074906367,4.406571518576024,0.41023417365006576,0.13912584898835748,0.003208914341690556,0.05590264016485132,0.3297218477501465,0.9198256943095289,0.3592580377274408,0.9999999999999999,periodic,0.030000295157010113,1.8426008326641254,0.9953669749387332,0.3629480060575467,42.869029275808934,4.321897879350941,0.5860340715223609,0.4164298072832454,0.006366130426870109,0.1108445499417681,0.2623358832264514,0.964059261357146,0.44682514434824766,1.0,periodic,0.030000295157010113,4.088560347046957,0.9952954224281344,0.6173649671882887,46.21262458471761,4.077272214786963,2.6404372689728737,0.6711254724766625,0.0024039631223970793,0.038262905788627,0.33190297309594263,0.8881170562875813,0.4028868404644473,0.9999999999999997,periodic
spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01,spheroid_1_0p7_0p7,0.03,0.25,3.0,1,ok,periodic,periodic,ambiguous,periodic,0.030000295157010113,1.6658814326076572,0.8607945906301987,0.32458354366481573,35.77769516728625,2.780521207489534,0.6578533290861979,1.9827873816840123,0.008096845799912161,0.13567080525424846,0.32576546309215765,0.8152508876116996,0.5083967730851439,0.9999999999999999,periodic,0.030000295157010113,1.1395359846956477,0.945459098796129,0.5042907622412923,82.97331240188383,3.648664919592835,0.5380083175257576,2.162455511195713,0.009032039431737113,0.15099988056897548,0.10185963086031456,0.9755813043274291,0.8706411235057254,1.0000000000000002,periodic,0.030000295157010113,1.474496791056364,0.7366509847414271,0.44119131751640583,113.44628099173553,4.188650368419705,0.9250954250674391,1.7844220634917924,0.0033625464099688415,0.06630036505911552,0.12230389269914334,0.972216613310823,0.8402602858721189,1.0,ambiguous
spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02,spheroid_1_0p7_0p7,0.03,0.25,3.0,2,ok,chaotic-candidate,periodic,periodic,periodic,0.030000295157010113,0.4335843917679689,0.9986047260433251,0.11610297829379101,33.50840336134454,4.233364464902965,0.282226534166682,0.801270198042415,0.05259455722644028,0.8457988642115389,0.08671515103213477,0.999998710607603,0.8329873483745378,1.0000000000000002,chaotic-candidate,0.030000295157010113,0.358971952091428,0.9973167808525482,0.20040383644623927,60.79934569247546,4.882739393772267,0.3396792140333035,1.0392380618755608,0.03318367049739642,0.513226384253769,0.15088436623774817,0.9999966613881404,0.5168822064535613,0.9999999999999999,periodic,0.030000295157010113,1.149729981748834,0.9998568949788026,0.37607269056032305,390.87412587412587,4.894984067128164,0.7046093965888444,0.0,0.0007582825382130556,0.013174320953571645,0.09575123827138446,0.9999980426787967,0.7985404369048203,0.9999999999999999,periodic
spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01,spheroid_1_0p7_0p7,0.03,0.25,8.0,1,ok,chaotic,chaotic-candidate,periodic,mixed,0.030000295157010113,2.099902340238526,0.9124018388995224,0.3154972236244321,46.92364305427783,4.136449065803978,1.2705566278802112,1.1685422929470992,0.01833727549279572,0.3186566941985586,0.3547038468438478,0.7868504627222961,0.5474745295894332,1.0000000000000002,chaotic,0.030000295157010113,1.4982197462281366,0.9261399209344758,0.1696113074204947,55.55150214592275,3.9932358639179855,0.8717522166822059,1.2128566660424787,0.01124643973958227,0.2127021999693462,0.2572604886813098,0.9487902312979736,0.39539115002090686,1.0,chaotic-candidate,0.030000295157010113,2.535813183712469,0.9347262222063216,0.4901564866229177,99.53142857142858,4.369871892110373,1.5128165762904942,0.8417114666669563,0.0048058862945948,0.09260389226848398,0.3169526981040523,0.880801501128544,0.5011446272455174,1.0,periodic
spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02,spheroid_1_0p7_0p7,0.03,0.25,8.0,2,ok,chaotic,chaotic,chaotic,chaotic,0.030000295157010113,2.3958541879691038,0.8300448992004007,0.04745078243311459,17.28837555886736,3.551975933193366,1.1480506577527176,0.9683766688003506,0.03363891536617441,0.5467483934825288,0.6542726313494565,0.4110978736298825,0.13932420524338637,1.0,chaotic,0.030000295157010113,3.2935248890728515,0.82562653167093,0.314992428066633,25.94435075885329,3.792103649908989,0.8038343136593532,0.702769471169764,0.02881500524913364,0.46937399979526045,0.5779314863335515,0.5931043989871654,0.21885716970898578,1.0,chaotic,0.030000295157010113,4.470167280140357,0.5335491834069728,0.05451792024230187,14.062706270627062,3.194807345092008,2.464505788954927,0.6171480783716723,0.021845518442726954,0.39474264007834414,0.5822165406347181,0.4943759412168027,0.34260530469519945,1.0,chaotic
