name,shape_name,rho,energy_ratio,separation,repeat,status,class_body1,class_body2,class_combined,class_consensus,body1_recurrence_rate,body1_recurrence_epsilon,body1_determinism,body1_lmax_fraction,body1_mean_diag,body1_diag_entropy,body1_nearest_distance,body1_return_cv,body1_spectral_entropy,body1_peak_fraction,body1_class,body2_recurrence_rate,body2_recurrence_epsilon,body2_determinism,body2_lmax_fraction,body2_mean_diag,body2_diag_entropy,body2_nearest_distance,body2_return_cv,body2_spectral_entropy,body2_peak_fraction,body2_class,combined_recurrence_rate,combined_recurrence_epsilon,combined_determinism,combined_lmax_fraction,combined_mean_diag,combined_diag_entropy,combined_nearest_distance,combined_return_cv,combined_spectral_entropy,combined_peak_fraction,combined_class
spheroid_1_0p7_0p7_rho1_E16_sep8_run01,spheroid_1_0p7_0p7,1.0,16.0,8.0,1,ok,periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.648717510502015,0.9994275799152103,0.9712266532054518,607.2934782608696,3.6947990578724337,0.4309541028431864,0.005120085763413776,0.17558943066041185,0.9997260497594875,periodic,0.030000295157010113,1.2856392624806132,0.9137076722179489,0.9697122665320546,20.22129849564529,2.0141913995977445,0.24139693928713643,0.0,0.22668283510141063,0.9952267245839248,quasi-periodic,0.030000295157010113,3.3089499153835065,0.960610342915407,0.9707218576476527,55.077948717948715,1.9026445985043792,0.5582580965113,0.0,0.2398636623120168,0.9932788476225993,quasi-periodic
spheroid_1_0p7_0p7_rho1_E16_sep8_run02,spheroid_1_0p7_0p7,1.0,16.0,8.0,2,ok,periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.6787968702492295,0.973149920397832,0.9702170620898536,48.143362831858404,2.0590515546678874,0.41410663591080454,0.0,0.17148249657187833,0.9998257404295452,periodic,0.030000295157010113,1.4190185680397025,0.9992486986387135,0.9712266532054518,315.59887005649716,3.3456532374495263,0.3792196127275879,0.18239335045251773,0.15657704047650925,0.9997200215636299,quasi-periodic,0.030000295157010113,3.2299288794790355,0.9831136074987031,0.9707218576476527,50.42110091743119,1.951677228139413,1.0667117048063433,0.002811123249140294,0.2518776591796403,0.9911924435119535,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E0p25_sep3_run01,spheroid_1_0p7_0p7,0.1,0.25,3.0,1,ok,ambiguous,chaotic,ambiguous,ambiguous,0.030000295157010113,1.7569581807163608,0.8961236427383146,0.11610297829379101,31.487115021998743,3.999591973587111,1.1641407212869563,1.0060319171451344,0.30086768544013404,0.8305614889498144,ambiguous,0.030000295157010113,2.4896257307153973,0.4837486360302667,0.13629480060575466,8.152848959903528,1.9174570359500578,0.9828345773283795,0.6863473975664658,0.5298988828847951,0.5235760465262987,chaotic,0.030000295157010113,3.623496642939202,0.7597803337924619,0.13629480060575466,7.4738694351574875,1.8776387663237346,2.019608192821165,0.6512842938194678,0.4295473126390731,0.6676200671909098,ambiguous
spheroid_1_0p7_0p7_rho0p1_E0p25_sep3_run02,spheroid_1_0p7_0p7,0.1,0.25,3.0,2,ok,ambiguous,ambiguous,ambiguous,ambiguous,0.030000295157010113,2.047731028251573,0.9548503658122104,0.15850580514891469,45.12172442941674,4.511225069237892,0.9601167931167438,0.9790516139327287,0.43414949876901876,0.5973352832776857,ambiguous,0.030000295157010113,2.23142439864726,0.8678782891794716,0.19081272084805653,23.68994140625,3.46261791394372,0.6813753853700469,0.9752319460705146,0.5316834000527128,0.45478110431613805,ambiguous,0.030000295157010113,2.922837786429057,0.8294903672432606,0.292781423523473,34.78694673668417,2.741426105063577,2.0361037769212844,0.7241817340509578,0.5217298113923485,0.4793229743398832,ambiguous
spheroid_1_0p7_0p7_rho0p1_E0p25_sep8_run01,spheroid_1_0p7_0p7,0.1,0.25,8.0,1,ok,ambiguous,ambiguous,ambiguous,ambiguous,0.030000295157010113,3.0155898791775604,0.6917696724683827,0.23271075214538112,16.909488412767818,3.140271894643223,0.9279820691196773,0.7984737381296214,0.5501295442538542,0.465772603303364,ambiguous,0.030000295157010113,2.1987260287399852,0.894263277462748,0.11509338717819283,37.141158989598814,4.265304816712174,1.091037441786838,0.9787987535998783,0.5011115946795441,0.5955039057300718,ambiguous,0.030000295157010113,4.0697956212723,0.7271166127041483,0.20646138313982837,20.063178677196447,3.0852199805634397,2.1150012705985173,1.041035930204454,0.2744401123165146,0.8065515629236533,ambiguous
spheroid_1_0p7_0p7_rho0p1_E0p25_sep8_run02,spheroid_1_0p7_0p7,0.1,0.25,8.0,2,ok,ambiguous,chaotic,ambiguous,ambiguous,0.030000295157010113,1.946745950805959,0.9525070210901025,0.08228167592125189,40.1266013564431,4.344867733787084,0.7679562685174984,0.7068909778277219,0.5118193809089818,0.465360717375168,ambiguous,0.030000295157010113,2.9961094034747933,0.6955619555301147,0.09742554265522463,20.995680345572353,3.5296784601567994,0.797324871626156,0.6824640450543746,0.6308496228351264,0.28387699210029416,chaotic,0.030000295157010113,3.875338982737951,0.733484786147434,0.12216052498738011,20.51225612806403,3.038084031209972,2.1533532247986136,0.6138758439654737,0.5346043966218897,0.3891253802129569,ambiguous
spheroid_1_0p7_0p7_rho0p1_E4_sep3_run01,spheroid_1_0p7_0p7,0.1,4.0,3.0,1,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,2.2536977481615565,0.9962792694488668,0.5971731448763251,81.54465592972181,3.684021191134537,0.34163501896600945,0.3120996164597535,0.2973856381832508,0.9296483564579509,quasi-periodic,0.030000295157010113,1.7510768066983688,0.92590737527503,0.7006562342251388,21.16148814390842,2.253754802396676,0.25081160349130144,0.5153020168234973,0.2690321131006646,0.9691568654979643,quasi-periodic,0.030000295157010113,4.895316206088244,0.9130279233672611,0.8859162039374053,15.589798411728772,2.492166727199717,3.873934001630193,0.5788406047875913,0.3864271353805031,0.7666839959776518,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E4_sep3_run02,spheroid_1_0p7_0p7,0.1,4.0,3.0,2,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.5054356935196653,0.9881222832406132,0.4967188288743059,48.37040280210157,3.5908331547501664,0.5566147671031123,1.077231267921388,0.20398382785014316,0.9808048377305938,quasi-periodic,0.030000295157010113,1.8386691119950265,0.970305708101533,0.7587077233720343,42.77839116719243,2.425252690717944,0.5316397859177592,0.05363607477677911,0.22976510903645764,0.9783151339107901,quasi-periodic,0.030000295157010113,3.4743631268961717,0.9706813587821763,0.812216052498738,33.37269372693727,2.4735999807556164,0.9442306600083777,0.1955330776527315,0.367178922936313,0.7851615882971994,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E4_sep8_run01,spheroid_1_0p7_0p7,0.1,4.0,8.0,1,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,2.197775043592599,0.9573189274278662,0.9656739020696617,21.86151960784314,2.335929562273663,0.8393645159482573,1.5678383036607615,0.1912689643657999,0.9958986496228693,quasi-periodic,0.030000295157010113,1.5013014895778987,0.996493926980663,0.8995456839979808,132.63571428571427,3.874993003235672,0.21204431360210385,0.35374278522003866,0.23402514049715706,0.9750759148413793,quasi-periodic,0.030000295157010113,4.242709818301758,0.9365508112265889,0.8980312973245835,19.565022421524663,1.9399056735038198,2.31487101632036,0.01698317941143338,0.3315047286731223,0.8814468811509126,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02,spheroid_1_0p7_0p7,0.1,4.0,8.0,2,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.8962834474888737,0.9820760960950218,0.8833922261484098,62.316685584563,2.63843135051878,0.20808907432785595,0.5221482634126103,0.2855378557481969,0.9693772728497848,quasi-periodic,0.030000295157010113,1.7063499341804973,0.9888199202189507,0.9444724886421,55.388777555110224,3.3970308715714594,0.2356744856186206,0.5310711404346163,0.24962570452298755,0.9795099186106896,quasi-periodic,0.030000295157010113,3.776740278318018,0.9390372609698943,0.9268046441191318,16.734140898948038,1.8610070214526526,2.3118481759490512,0.4691495342993549,0.29151955848735234,0.9601275318375381,quasi-periodic
