time,p1_1,p2_1,p3_1,p1_2,p2_2,p3_2,v1_1,v2_1,v3_1,v1_2,v2_2,v3_2,q1_1,q2_1,q3_1,q0_1,q1_2,q2_2,q3_2,q0_2,o1_1,o2_1,o3_1,o0_1,o1_2,o2_2,o3_2,o0_2,ofix1_1,ofix2_1,ofix3_1,ofix1_2,ofix2_2,ofix3_2
0, -100, 0, 0, 100, 0, 0, 12.566370614359172, 0, 0, -3.376186185589148, 0, 0, 0.5773502691896258, -0.5773502691896258, 0, 0.5773502691896258, 0.5773502691896258, -0.5773502691896258, 0, 0.5773502691896258, 4.442882938158366, -4.442882938158366, 0, 0, 4.442882938158366, -4.442882938158366, 0, 0, 0.33333333333333337, -0.6666666666666667, 0.6666666666666667, 0.33333333333333337, -0.6666666666666667, 0.6666666666666667
0.001, -99.98743362938563, 0, 0, 99.99662381381441, 0, 0, 12.56410436287456, 0.005190290452263144, 0.00877947143612175, -3.37656704021189, -0.00514355318961924, -0.00938894915033731, 0.5786299678030433, -0.5786299678030433, 0, 0.5747823246416843, 0.5786299678030433, -0.5786299678030433, 0, 0.5747823246416843, 4.442882938158368, -4.442882938158368, 0, 0.0000000000000004440892098500626, 4.442882938158368, -4.442882938158368, 0, 0.0000000000000004440892098500626, 0.33333333333333337, -0.6666666666666667, 0.6666666666666667, 0.33333333333333337, -0.6666666666666667, 0.6666666666666667
0.011000000000000003, -99.86205150680614, 0.000420481641176005, 0.00019994310425870655, 99.96284220395692, -0.0002819351932702373, -0.00023511011483604626, 12.512807329688874, 0.08656903128319675, 0.023440452888146134, -3.3798283080600817, -0.06148599060624189, -0.045760493094488146, 0.591110801537208, -0.591110801537208, 0, 0.5487950807105327, 0.591110801537208, -0.591110801537208, 0, 0.5487950807105327, 4.442882938158371, -4.442882938158371, 0, -0.0000000000000017763568394002505, 4.442882938158371, -4.442882938158371, 0, -0.0000000000000017763568394002505, 0.30406247715968543, -0.6959375228403145, 0.6505512849010464, 0.30406247715968543, -0.6959375228403145, 0.6505512849010464
0.02100000000000001, -99.73712415362789, 0.001689553186828399, 0.000550441767603378, 99.9292354848766, -0.0010538328024571034, -0.0009010842594170342, 12.467794609939924, 0.17414949822998277, 0.043216049668406024, -3.335110254497367, -0.10247696232264836, -0.08338918568790857, 0.6030082802759275, -0.6030082802759275, 0, 0.522266242291553, 0.6030082802759275, -0.6030082802759275, 0, 0.522266242291553, 4.442882938158377, -4.442882938158377, 0, -0.0000000000000013322676295501878, 4.442882938158377, -4.442882938158377, 0, -0.0000000000000013322676295501878, 0.27556489687334895, -0.7244351031266512, 0.6318684744225329, 0.27556489687334895, -0.7244351031266512, 0.6318684744225329
0.03100000000000002, -99.612773210078, 0.0037535939926528054, 0.0011013890626488346, 99.89601489938363, -0.0021907255199453317, -0.0019865812933953144, 12.396770229926368, 0.25338026119426116, 0.07166615635571158, -3.297096993834551, -0.1308996269894926, -0.13989285495594697, 0.6143106626440867, -0.6143106626440867, 0, 0.4952219901453993, 0.6143106626440867, -0.6143106626440867, 0, 0.4952219901453993, 4.442882938158375, -4.442882938158375, 0, -0.000000000000007549516567451064, 4.442882938158375, -4.442882938158375, 0, -0.000000000000007549516567451064, 0.24795305940440776, -0.7520469405955922, 0.6106919677487203, 0.24795305940440776, -0.7520469405955922, 0.6106919677487203
0.04100000000000003, -99.48896937616487, 0.006624995848229081, 0.0020756613012195705, 99.86321806101988, -0.0036117592621678126, -0.003496913793811465, 12.355991892687719, 0.32599042641194753, 0.11625873439886471, -3.259891785847728, -0.15895998572981498, -0.1699763932378958, 0.6250067945548413, -0.6250067945548413, 0, 0.467689013683847, 0.6250067945548413, -0.6250067945548413, 0, 0.467689013683847, 4.442882938158375, -4.442882938158375, 0, -0.00000000000000843769498715119, 4.442882938158375, -4.442882938158375, 0, -0.00000000000000843769498715119, 0.2213359360607033, -0.7786640639392967, 0.5871053388768247, 0.2213359360607033, -0.7786640639392967, 0.5871053388768247
0.05100000000000004, -99.36568470281556, 0.01021786903944575, 0.0033860129421922854, 99.83084272773115, -0.005300552530193936, -0.005394663558619905, 12.287498874841255, 0.3911767024344687, 0.13556199217148845, -3.210339644836205, -0.1778210593559352, -0.21860630025483965, 0.6350861202173548, -0.6350861202173548, 0, 0.43969448463056804, 0.6350861202173548, -0.6350861202173548, 0, 0.43969448463056804, 4.442882938158373, -4.442882938158373, 0, -0.00000000000001021405182655144, 4.442882938158373, -4.442882938158373, 0, -0.00000000000001021405182655144, 0.19581857246786671, -0.8041814275321333, 0.561201673455298, 0.19581857246786671, -0.8041814275321333, 0.561201673455298
0.06100000000000005, -99.24313362906577, 0.01436623987231768, 0.004794808387296887, 99.79890084545268, -0.007110774948142692, -0.0077750296249956986, 12.22677652391843, 0.434950565466394, 0.15219335935000425, -3.170305668159187, -0.17983510021921253, -0.2661531119475328, 0.6445386925540907, -0.6445386925540907, 0, 0.411266030205917, 0.6445386925540907, -0.6445386925540907, 0, 0.411266030205917, 4.44288293815837, -4.44288293815837, 0, -0.000000000000013322676295501878, 4.44288293815837, -4.44288293815837, 0, -0.000000000000013322676295501878, 0.17150167400222383, -0.8284983259977763, 0.5330832014172999, 0.17150167400222383, -0.8284983259977763, 0.5330832014172999
0.07100000000000005, -99.12127669087883, 0.018922780982698506, 0.006365502649635125, 99.7674730122087, -0.008900521694468215, -0.010667438939339885, 12.146187008723386, 0.4781049958806958, 0.16609657139715236, -3.115682456640892, -0.18165770484004537, -0.3188054334541036, 0.6533551830173744, -0.6533551830173744, 0, 0.3824317058622022, 0.6533551830173744, -0.6533551830173744, 0, 0.3824317058622022, 4.442882938158369, -4.442882938158369, 0, -0.000000000000011546319456101628, 4.442882938158369, -4.442882938158369, 0, -0.000000000000011546319456101628, 0.14848120835268458, -0.8515187916473154, 0.5028608935258562, 0.14848120835268458, -0.8515187916473154, 0.5028608935258562
0.08100000000000006, -99.0001245057169, 0.02394488147071149, 0.007990853373843155, 99.73656955288111, -0.010805032545915798, -0.014043436636297526, 12.097990715558325, 0.5189764413465836, 0.1579144120451119, -3.06297078296821, -0.2202011523590049, -0.35217671901915143, 0.6615268907955475, -0.6615268907955475, 0, 0.35321996759634094, 0.6615268907955475, -0.6615268907955475, 0, 0.35321996759634094, 4.442882938158372, -4.442882938158372, 0, -0.00000000000001021405182655144, 4.442882938158372, -4.442882938158372, 0, -0.00000000000001021405182655144, 0.12684802678011742, -0.8731519732198825, 0.47065402342295565, 0.12684802678011742, -0.8731519732198825, 0.47065402342295565
