shape_name,rho,energy_ratio,separation,n_runs,n_complete,n_short_or_missing,class,regime,broadband_score,mean_max_abs_ke_drift_pct,mean_max_impulse_global_p_drift,mean_max_impulse_global_h_drift,mean_max_pcon_total_drift_rel,mean_max_hcon_total_drift_rel,mean_min_separation
ellipsoid_1_0p8_0p6,0.3,0.2,11.0,5,5,0,mixed,regular-regime,0.31510647667632835,1.18998660566,3.59341672078e-08,0.0145116193412,3.59341672078e-08,0.0145116193412,9.71431854667
ellipsoid_1_0p8_0p6,0.3,0.55,3.0,5,4,1,mixed,regular-regime,0.2131045796292495,204.036909212,3.8827262687e-08,0.797014177379,3.8827262687e-08,0.797014177379,2.86543957212
ellipsoid_1_0p8_0p6,0.3,0.55,5.0,5,5,0,mixed,chaotic-regime,0.49931051171832097,2.24038781908,2.14862764962e-08,0.139324834179,2.14862764962e-08,0.139324834179,4.52567819144
ellipsoid_1_0p8_0p6,0.3,0.55,8.0,5,5,0,mixed,chaotic-regime,0.526706759420084,28.8771419811,2.2194965494e-08,0.163377322443,2.2194965494e-08,0.163377322443,5.57252693815
ellipsoid_1_0p8_0p6,0.3,0.55,11.0,5,5,0,mixed,chaotic-regime,0.7204520014276689,1.8453453852,2.16580770915e-08,0.0490474640062,2.16580770915e-08,0.0490474640062,9.66152351747
ellipsoid_1_0p8_0p6,0.3,1.5,3.0,5,5,0,mixed,chaotic-regime,0.4904173271629948,58.6348941562,2.55481774708e-08,0.0735034456413,2.55481774708e-08,0.0735034456413,2.90544784014
ellipsoid_1_0p8_0p6,0.3,1.5,5.0,5,5,0,complex-regular,regular-regime,0.37842792928749297,9.05615762407,2.45188157493e-08,0.0456116886907,2.45188157493e-08,0.0456116886907,4.69617210138
ellipsoid_1_0p8_0p6,0.3,1.5,8.0,5,5,0,chaotic-like,chaotic-regime,0.5879590225610518,2.30602200795,2.19408015487e-08,0.024941360306,2.19408015487e-08,0.024941360306,7.20029711832
ellipsoid_1_0p8_0p6,0.3,1.5,11.0,5,5,0,mixed,chaotic-regime,0.5367523908608509,0.745306037413,2.16521667907e-08,0.0166646118266,2.16521667907e-08,0.0166646118266,10.230953083
ellipsoid_1_0p8_0p6,0.3,4.0,3.0,5,5,0,mixed,regular-regime,0.3221595347788161,141.877148523,0.0775713089975,1.30402254725,0.0775713089975,1.30402254725,2.43703643188
ellipsoid_1_0p8_0p6,0.3,4.0,5.0,5,5,0,mixed,chaotic-regime,0.4284714013178211,15.6137665022,3.25782577052e-08,0.0178471819359,3.25782577052e-08,0.0178471819359,4.38089782693
ellipsoid_1_0p8_0p6,0.3,4.0,8.0,5,5,0,mixed,regular-regime,0.2953688882947281,11.0376337772,3.23552283468e-08,0.0292404130459,3.23552283468e-08,0.0292404130459,5.95025869376
ellipsoid_1_0p8_0p6,0.3,4.0,11.0,5,5,0,mixed,regular-regime,0.36187256043462307,2.72911723637,3.64126103806e-08,0.0116097066469,3.64126103806e-08,0.0116097066469,9.67007560134
ellipsoid_1_0p8_0p6,0.3,11.0,3.0,5,5,0,mixed,regular-regime,0.20522201358354158,10.407779518,5.01424456487e-08,0.0118475382435,5.01424456487e-08,0.0118475382435,2.96380986643
ellipsoid_1_0p8_0p6,0.3,11.0,5.0,5,5,0,mixed,regular-regime,0.27424915991189935,14.5701892455,3.33222853716e-08,0.0330618441899,3.33222853716e-08,0.0330618441899,4.48746466715
ellipsoid_1_0p8_0p6,0.3,11.0,8.0,5,5,0,mixed,regular-regime,0.2328760886903436,14.2729044596,0.00426378061786,0.113576785346,0.00426378061786,0.113576785346,6.49334773143
ellipsoid_1_0p8_0p6,0.3,11.0,11.0,5,5,0,mixed,regular-regime,0.24513954105993863,1.65303459058,5.43348632284e-08,0.0225969720299,5.43348632284e-08,0.0225969720299,10.2744737985
ellipsoid_1_0p8_0p6,0.3,30.0,3.0,5,5,0,mixed,regular-regime,0.26981152664002594,73.7739374447,0.633703795816,2.60361183247,0.633703795816,2.60361183247,2.3837926243
ellipsoid_1_0p8_0p6,0.3,30.0,5.0,5,5,0,periodic,regular-regime,0.20039609402411954,4.47279083588,3.49902436286e-08,0.0157415187767,3.49902436286e-08,0.0157415187767,4.86084661991
ellipsoid_1_0p8_0p6,0.3,30.0,8.0,5,5,0,quasi-periodic,regular-regime,0.19801589520112534,3.33427002492,5.08027195379e-08,0.0129590431946,5.08027195379e-08,0.0129590431946,7.37887608054
ellipsoid_1_0p8_0p6,0.3,30.0,11.0,5,5,0,periodic,regular-regime,0.20556352294852634,2.56219950726,4.54025481124e-08,0.00768604395736,4.54025481124e-08,0.00768604395736,8.93602595309
ellipsoid_1_0p8_0p6,1.0,0.2,3.0,5,5,0,mixed,chaotic-regime,0.421228144902399,126.864562571,0.0355318387699,6.98513938501,0.0355318387699,6.98513938501,2.54719149039
ellipsoid_1_0p8_0p6,1.0,0.2,5.0,5,5,0,mixed,chaotic-regime,0.424569193155639,3.12120960423,1.04487717436e-08,0.0830823003354,1.04487717436e-08,0.0830823003354,4.25250435359
ellipsoid_1_0p8_0p6,1.0,0.2,8.0,5,5,0,mixed,regular-regime,0.3368150289889081,6.95253655721,9.3696445972e-09,0.0579998685377,9.3696445972e-09,0.0579998685377,6.00104320768
ellipsoid_1_0p8_0p6,1.0,0.2,11.0,5,5,0,mixed,chaotic-regime,0.44715336353502366,1.67638247332,1.43264967477e-08,0.0449815576445,1.43264967477e-08,0.0449815576445,10.9429836686
ellipsoid_1_0p8_0p6,1.0,0.55,3.0,5,5,0,mixed,regular-regime,0.37120821581828234,54.1896810035,0.0335315024501,1.87216601477,0.0335315024501,1.87216601477,2.36174209959
ellipsoid_1_0p8_0p6,1.0,0.55,5.0,5,5,0,mixed,regular-regime,0.2903563261436109,49.8829007732,0.0476802371336,3.49996055358,0.0476802371336,3.49996055358,3.72381742042
ellipsoid_1_0p8_0p6,1.0,0.55,8.0,5,5,0,chaotic-like,chaotic-regime,0.4593793800212692,2.01571457147,5.45713227863e-09,0.0136958827615,5.45713227863e-09,0.0136958827615,7.72724049684
ellipsoid_1_0p8_0p6,1.0,0.55,11.0,5,5,0,chaotic-like,chaotic-regime,0.5529413261742069,6.83915831395,3.57416970574e-09,0.0303222737108,3.57416970574e-09,0.0303222737108,10.0938100833
ellipsoid_1_0p8_0p6,1.0,1.5,3.0,5,5,0,mixed,regular-regime,0.2448698677130321,58.8775564097,0.0372583205321,1.26008300131,0.0372583205321,1.26008300131,2.16723697339
ellipsoid_1_0p8_0p6,1.0,1.5,5.0,5,5,0,quasi-periodic,regular-regime,0.22073337077115504,9.46519199264,8.11688808861e-09,0.0757874461307,8.11688808861e-09,0.0744624342929,4.44640009199
ellipsoid_1_0p8_0p6,1.0,1.5,8.0,5,5,0,mixed,regular-regime,0.3121305541215629,2.24131112815,7.92491662555e-09,0.0154638631416,7.92491662555e-09,0.0154638631416,7.54638517009
ellipsoid_1_0p8_0p6,1.0,1.5,11.0,5,5,0,mixed,regular-regime,0.2525976459197486,5.6991789674,1.17018573423e-08,0.0285198489358,1.17018573423e-08,0.0285198489358,9.76897429975
ellipsoid_1_0p8_0p6,1.0,4.0,3.0,5,5,0,quasi-periodic,regular-regime,0.18704270933928094,25.6584145422,0.0750022782803,1.85943163099,0.0750022782803,1.85943163099,2.13020045564
ellipsoid_1_0p8_0p6,1.0,4.0,5.0,5,5,0,mixed,regular-regime,0.21988139232722753,3.78642103216,1.71470306285e-08,0.0312849219842,1.71470306285e-08,0.0312849219842,4.85722344928
ellipsoid_1_0p8_0p6,1.0,4.0,8.0,5,5,0,quasi-periodic,regular-regime,0.2136660581665235,2.15324396782,2.10243469986e-08,0.0247727956271,2.10243469986e-08,0.0247727956271,7.99723824023
ellipsoid_1_0p8_0p6,1.0,4.0,11.0,5,5,0,quasi-periodic,regular-regime,0.20611203758236102,2.52765248704,1.90338150711e-08,0.0184153775131,1.90338150711e-08,0.0184153775131,9.6873426929
ellipsoid_1_0p8_0p6,1.0,11.0,3.0,5,5,0,quasi-periodic,regular-regime,0.19672106873945616,73.7338847419,0.259206341808,3.49927898372,0.259206341808,3.49927898372,2.52992146219
ellipsoid_1_0p8_0p6,1.0,11.0,5.0,5,5,0,quasi-periodic,regular-regime,0.18343275133158,5.60118600674,1.96881492742e-08,0.0142565762584,1.96881492742e-08,0.0142565762584,4.72090163452
ellipsoid_1_0p8_0p6,1.0,11.0,8.0,5,5,0,mixed,regular-regime,0.20730890282179026,0.961258661936,1.25390166884e-08,0.0106362613855,1.25390166884e-08,0.0106362613855,7.53921047157
ellipsoid_1_0p8_0p6,1.0,11.0,11.0,5,5,0,mixed,regular-regime,0.1935757785020299,0.699816114352,1.88412501469e-08,0.00970291279705,1.88412501469e-08,0.00970291279705,10.8239784418
ellipsoid_1_0p8_0p6,1.0,30.0,3.0,5,5,0,periodic,regular-regime,0.19316247758193733,3.07545913088,2.3921011432e-08,0.0325417085656,2.3921011432e-08,0.0325417085656,2.99700650105
ellipsoid_1_0p8_0p6,1.0,30.0,5.0,5,5,0,quasi-periodic,regular-regime,0.21978191800432753,9.04908354912,2.37525059065e-08,0.0115115719652,2.37525059065e-08,0.0115115719652,3.87593483567
ellipsoid_1_0p8_0p6,1.0,30.0,8.0,5,5,0,quasi-periodic,regular-regime,0.21707855510041002,10.6792526996,2.38549988381e-08,0.0107957736105,2.38549988381e-08,0.0107957736105,6.84289138661
ellipsoid_1_0p8_0p6,1.0,30.0,11.0,5,5,0,quasi-periodic,regular-regime,0.18232514892835353,0.500780804542,1.54325415199e-08,0.0168574339218,1.54325415199e-08,0.0168574339218,10.0460561055
ellipsoid_1_0p8_0p6,4.0,0.2,3.0,5,5,0,periodic,regular-regime,0.21088210113667727,55.6745099186,0.0109034692502,1.48102592319,0.0109034692502,1.48102592319,2.2923617961
ellipsoid_1_0p8_0p6,4.0,0.2,5.0,5,5,0,quasi-periodic,regular-regime,0.2730569963991703,34.1974434941,0.0169037445892,4.38150244028,0.0169037445892,4.38150244028,3.95220602399
ellipsoid_1_0p8_0p6,4.0,0.2,8.0,5,5,0,mixed,regular-regime,0.41465482540059606,7.43650087932,0.00219037271764,0.741424701353,0.00219037271764,0.741424701353,6.44276248084
ellipsoid_1_0p8_0p6,4.0,0.2,11.0,5,5,0,mixed,regular-regime,0.24329324172568115,0.16936819359,2.76555048108e-09,0.00948431159314,2.76555048108e-09,0.00948431159314,10.92630349
ellipsoid_1_0p8_0p6,4.0,0.55,3.0,5,5,0,quasi-periodic,regular-regime,0.23355307320367807,27.8744430291,0.00421832381529,0.227018085396,0.00421832381529,0.227018085396,2.62857141761
