time,p1_1,p2_1,p3_1,p1_2,p2_2,p3_2,v1_1,v2_1,v3_1,v1_2,v2_2,v3_2,q1_1,q2_1,q3_1,q0_1,q1_2,q2_2,q3_2,q0_2,o1_1,o2_1,o3_1,o0_1,o1_2,o2_2,o3_2,o0_2,ofix1_1,ofix2_1,ofix3_1,ofix1_2,ofix2_2,ofix3_2
0, -7, 0, 0, 7, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
0.001, -6.999, 0, 0, 6.999, 0, 0, 1.1286913208482954, -0.07366694374042594, 0.008387290788990599, -7.608878612760027, 0.2119537586407201, 0.1511423742988978, 0, 0, 0, 1, 0, 0, 0, 1, -0.00000000010271180153087802, 0.00000000033800717593495437, 0.0000000008745048111119856, 0, 0.0000000031535234624154722, 0.00000001609580986876865, -0.000000016763850226887253, 0, 1, 0, 0, 1, 0, 0
